time;LTFT add. B1;LTFT add. B2;LTFT mul. B1;LTFT mul. B2;InjTmCyl1;STFT B1;STFT B2;Coolant;Lambda B1;Lambda B2;RPM
668473;0.233143;-0.190753;-1.24054;0.460815;2.548;0.0946045;5.1651;81.75;0.996094;0.999023;717
668512;0.233143;-0.190753;-1.24054;0.460815;2.532;-0.0640869;5.20172;81.75;0.994141;1;719
668553;0.233143;-0.190753;-1.24054;0.460815;2.532;-0.0961304;5.18036;81.75;0.993164;1;718
668594;0.233143;-0.190753;-1.24054;0.460815;2.528;-0.0701904;5.14069;81.75;0.993164;1;721
668637;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.038147;5.12085;81.75;0.992188;1;719
668683;0.233143;-0.190753;-1.24054;0.460815;2.524;-0.58136;5.24902;81.75;0.990234;1.00195;720
668723;0.233143;-0.190753;-1.24054;0.460815;2.524;-0.401306;5.25513;81.75;0.990234;1.00195;719
668762;0.233143;-0.190753;-1.24054;0.460815;2.528;-0.00457764;5.25208;81.75;0.992188;1.00195;716
668803;0.233143;-0.190753;-1.24054;0.460815;2.532;-0.25177;5.25513;81.75;0.992188;1.00195;718
668844;0.233143;-0.190753;-1.24054;0.460815;2.528;-0.292969;5.25971;81.75;0.992188;1.00195;718
668886;0.233143;-0.190753;-1.24054;0.460815;2.508;-0.58136;5.27344;81.75;0.990234;1.00195;719
668932;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.215149;5.30396;81.75;0.992188;1.00195;718
668973;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.469971;5.15747;81.75;0.993164;1;719
669013;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.428772;5.18036;81.75;0.993164;1;719
669056;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.492859;5.1178;81.75;0.993164;0.999023;720
669093;0.233143;-0.190753;-1.24054;0.460815;2.512;-0.32196;5.14984;81.75;0.994141;0.999023;719
669135;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.485229;4.82178;81.75;0.996094;0.99707;719
669183;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.349426;4.8584;81.75;0.996094;0.996094;719
669224;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.384522;4.97437;81.75;0.996094;0.996094;718
669262;0.233143;-0.190753;-1.24054;0.460815;2.528;-0.325012;4.64477;81.75;0.99707;0.994141;718
669304;0.233143;-0.190753;-1.24054;0.460815;2.532;-0.160217;4.85382;81.75;0.999023;0.994141;718
669352;0.233143;-0.190753;-1.24054;0.460815;2.532;-0.193787;4.77905;81.75;0.999023;0.993164;720
669393;0.233143;-0.190753;-1.24054;0.460815;2.528;-0.241089;4.79584;81.75;0.999023;0.993164;720
669433;0.233143;-0.190753;-1.24054;0.460815;2.532;-0.244141;4.62799;81.75;0.999023;0.992188;720
669474;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.149536;4.71344;81.75;1;0.992188;719
669513;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.201416;4.38232;81.75;1;0.990234;720
669556;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.274658;4.5929;81.75;1;0.990234;719
669604;0.233143;-0.190753;-1.24054;0.460815;2.592;0.0595093;4.66003;81.75;1.00293;0.990234;718
669645;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.0793457;4.6936;81.75;1.00293;0.990234;716
669683;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.119019;4.53033;81.75;1.00293;0.989258;719
669723;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.239563;4.64783;81.75;1.00195;0.989258;718
669764;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.0228882;4.64325;81.75;1.00293;0.989258;719
669807;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.108337;4.66614;81.75;1.00293;0.989258;719
669852;0.233143;-0.190753;-1.24054;0.460815;2.592;-0.0747681;4.47235;81.75;1.00293;0.988281;719
669894;0.233143;-0.190753;-1.24054;0.460815;2.668;-0.14801;4.55322;81.75;1.00195;0.988281;720
669933;0.233143;-0.190753;-1.24054;0.460815;2.672;-0.0946045;4.53033;81.75;1.00195;0.988281;718
669975;0.233143;-0.190753;-1.24054;0.460815;2.656;-0.0396729;4.5166;81.75;1.00195;0.988281;721
670013;0.233143;-0.190753;-1.24054;0.460815;2.668;0.0167847;4.48456;81.75;1;0.988281;721
670056;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.134277;4.46167;81.75;1;0.989258;724
670105;0.233143;-0.190753;-1.24054;0.460815;2.636;0.038147;4.50134;81.75;1;0.989258;725
670142;0.233143;-0.190753;-1.24054;0.460815;2.648;-0.100708;4.56543;82.5;0.999023;0.990234;726
670184;0.233143;-0.190753;-1.24054;0.460815;2.632;-0.469971;4.53339;82.5;0.99707;0.990234;727
670222;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.230408;4.50592;82.5;0.99707;0.990234;726
670266;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.387573;4.4632;82.5;0.996094;0.990234;727
670313;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.241089;4.42505;82.5;0.996094;0.990234;727
670355;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.396728;4.58832;82.5;0.995117;0.992188;730
670404;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.234985;4.54712;82.5;0.995117;0.992188;728
670444;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.306702;4.50897;81.75;0.994141;0.992188;731
670482;0.233143;-0.190753;-1.24054;0.460815;2.608;-0.306702;4.51508;81.75;0.994141;0.992188;729
670521;0.233143;-0.190753;-1.24054;0.460815;2.588;-0.483704;4.66614;82.5;0.993164;0.993164;729
670565;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.544739;4.54865;82.5;0.992188;0.993164;731
670606;0.233143;-0.190753;-1.24054;0.460815;2.576;-0.370789;4.51355;82.5;0.992188;0.993164;729
670654;0.233143;-0.190753;-1.24054;0.460815;2.568;-0.306702;4.4693;82.5;0.992188;0.993164;730
670695;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.489807;4.599;82.5;0.990234;0.995117;728
670735;0.233143;-0.190753;-1.24054;0.460815;2.576;-0.465393;4.39758;82.5;0.990234;0.994141;729
670773;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.456238;4.45557;82.5;0.992188;0.994141;730
670814;0.233143;-0.190753;-1.24054;0.460815;2.576;-0.23346;4.42658;82.5;0.992188;0.994141;728
670853;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.498962;4.41284;82.5;0.990234;0.994141;727
670892;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.111389;4.40063;82.5;0.992188;0.994141;729
670936;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.242615;4.40369;82.5;0.993164;0.994141;728
670983;0.233143;-0.190753;-1.24054;0.460815;2.568;-0.187683;4.40521;82.5;0.994141;0.994141;726
671024;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.465393;4.42658;82.5;0.993164;0.994141;726
671063;0.233143;-0.190753;-1.24054;0.460815;2.568;-0.308228;4.44031;82.5;0.994141;0.994141;724
671104;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.372315;4.27399;82.5;0.994141;0.993164;727
671142;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.212097;4.38232;82.5;0.996094;0.993164;725
671182;0.233143;-0.190753;-1.24054;0.460815;2.568;-0.244141;4.39758;82.5;0.996094;0.993164;727
671222;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.302124;4.23737;82.5;0.996094;0.992188;728
671264;0.233143;-0.190753;-1.24054;0.460815;2.544;-0.25177;4.35181;82.5;0.99707;0.992188;726
671303;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.308228;3.99628;82.5;0.99707;0.990234;725
671344;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.35553;4.22211;82.5;0.99707;0.990234;725
671382;0.233143;-0.190753;-1.24054;0.460815;2.5;0.0183106;4.05884;82.5;0.999023;0.989258;726
671424;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.215149;4.16565;82.5;0.999023;0.989258;721
671461;0.233143;-0.190753;-1.24054;0.460815;2.524;-0.152588;3.9917;82.5;1;0.988281;722
671502;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.364685;4.09851;82.5;1;0.988281;720
671542;0.233143;-0.190753;-1.24054;0.460815;2.524;0.227356;4.02679;82.5;1.00195;0.987305;722
671582;0.233143;-0.190753;-1.24054;0.460815;2.556;0.00915527;4.02374;82.5;1.00195;0.987305;719
671625;0.233143;-0.190753;-1.24054;0.460815;2.58;0.0701904;4.04816;82.5;1.00293;0.987305;719
671675;0.233143;-0.190753;-1.24054;0.460815;2.58;0.00610352;4.08478;82.5;1.00293;0.987305;718
671712;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.167847;4.11377;82.5;1.00195;0.987305;719
671752;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.112915;4.13361;82.5;1.00293;0.986328;717
671794;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.134277;4.05273;82.5;1.00293;0.986328;717
671834;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.14801;4.08173;82.5;1.00195;0.986328;716
671878;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.254822;4.09393;82.5;1.00195;0.986328;717
671923;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.216675;4.09088;82.5;1.00195;0.986328;716
671962;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.190735;4.06799;82.5;1.00195;0.986328;717
672004;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.550842;4.04968;82.5;1;0.986328;717
672047;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.318909;4.22058;82.5;1;0.987305;718
672095;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.260925;4.10767;82.5;1;0.987305;716
672133;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.312805;4.07562;82.5;0.999023;0.987305;717
672174;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.679016;4.05273;82.5;0.99707;0.988281;717
672214;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.648498;4.1214;82.5;0.996094;0.988281;718
672253;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.294495;4.1626;82.5;0.99707;0.989258;717
672294;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.340271;4.13361;82.5;0.99707;0.989258;718
672333;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.494385;4.19769;82.5;0.996094;0.990234;717
672372;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.334168;4.17786;82.5;0.996094;0.990234;718
672415;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.289917;4.28925;82.5;0.996094;0.992188;716
672454;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.242615;4.26941;82.5;0.996094;0.992188;720
672493;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.195312;4.25568;82.5;0.996094;0.993164;718
672534;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.386047;4.3045;82.5;0.994141;0.993164;720
672575;0.233143;-0.190753;-1.24054;0.460815;2.576;-0.357056;4.28009;82.5;0.994141;0.993164;720
672615;0.233143;-0.190753;-1.24054;0.460815;2.56;-0.114441;4.26636;82.5;0.996094;0.993164;722
672656;0.233143;-0.190753;-1.24054;0.460815;2.528;-0.0854492;4.26331;82.5;0.996094;0.995117;722
672703;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.228882;4.56696;82.5;0.994141;0.996094;720
672743;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.146484;4.42505;82.5;0.994141;0.996094;720
672783;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.0839233;4.39606;82.5;0.994141;0.996094;720
672824;0.233143;-0.190753;-1.24054;0.460815;2.52;-0.0350952;4.52728;82.5;0.994141;0.99707;721
672865;0.233143;-0.190753;-1.24054;0.460815;2.556;-0.0213623;4.41742;82.5;0.994141;0.99707;720
672905;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.22583;4.38995;82.5;0.993164;0.99707;721
672954;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.0289917;4.37775;82.5;0.994141;0.99707;722
672993;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.0595093;4.36554;82.5;0.994141;0.99707;720
673034;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.0991821;4.53033;82.5;0.994141;0.999023;719
673072;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.1297;4.53491;82.5;0.994141;0.999023;718
673113;0.233143;-0.190753;-1.24054;0.460815;2.52;0.236511;4.20075;82.5;0.996094;0.99707;721
673156;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.0152588;4.3869;82.5;0.996094;0.99707;720
673204;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.0778198;4.41742;82.5;0.996094;0.99707;721
673254;0.233143;-0.190753;-1.24054;0.460815;2.536;0.0656128;4.43115;83.25;0.99707;0.99707;720
673294;0.233143;-0.190753;-1.24054;0.460815;2.528;-0.0854492;4.45099;83.25;0.99707;0.99707;722
673333;0.233143;-0.190753;-1.24054;0.460815;2.6;-0.143433;4.29993;83.25;0.99707;0.996094;723
673374;0.233143;-0.190753;-1.24054;0.460815;2.596;-0.196838;4.41437;83.25;0.99707;0.996094;723
673413;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.256348;4.4281;83.25;0.999023;0.995117;719
673454;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.0823975;4.38232;83.25;0.999023;0.995117;718
673492;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.126648;4.38995;83.25;0.999023;0.995117;721
673532;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.39978;4.24957;83.25;0.99707;0.993164;719
673573;0.233143;-0.190753;-1.24054;0.460815;2.596;-0.453186;4.09393;83.25;0.99707;0.992188;726
673613;0.233143;-0.190753;-1.24054;0.460815;2.6;-0.262451;4.2099;83.25;0.999023;0.992188;726
673655;0.233143;-0.190753;-1.24054;0.460815;2.6;-0.299072;4.216;83.25;0.999023;0.990234;728
673703;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.32196;4.04053;83.25;0.999023;0.990234;727
673742;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.358582;3.87268;83.25;0.999023;0.989258;728
673783;0.233143;-0.190753;-1.24054;0.460815;2.624;0.0976562;4.00085;83.25;1.00195;0.989258;730
673822;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.154114;3.93982;83.25;1.00195;0.988281;730
673865;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.445557;3.78723;83.25;1;0.987305;729
673906;0.233143;-0.190753;-1.24054;0.460815;2.632;-0.0518799;3.90015;83.25;1.00195;0.987305;724
673943;0.233143;-0.190753;-1.24054;0.460815;2.632;-0.285339;3.92151;83.25;1.00195;0.987305;727
673983;0.233143;-0.190753;-1.24054;0.460815;2.632;-0.280762;3.84827;83.25;1.00195;0.986328;725
674023;0.233143;-0.190753;-1.24054;0.460815;2.636;-0.688171;3.85437;83.25;1;0.986328;726
674063;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.465393;3.67279;83.25;1;0.985352;725
674103;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.00152588;3.74603;83.25;1.00195;0.985352;729
674142;0.233143;-0.190753;-1.24054;0.460815;2.64;-0.386047;3.7384;83.25;1;0.985352;724
674183;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.549316;3.71399;83.25;0.999023;0.985352;725
674223;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.392151;3.67889;83.25;0.999023;0.985352;724
674263;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.125122;3.65906;83.25;1;0.985352;725
674303;0.233143;-0.190753;-1.24054;0.460815;2.632;-0.15564;3.62701;83.25;1;0.985352;724
674345;0.233143;-0.190753;-1.24054;0.460815;2.64;-0.210571;3.7735;83.25;0.999023;0.986328;724
674383;0.233143;-0.190753;-1.24054;0.460815;2.636;-0.587463;3.66058;83.25;0.99707;0.986328;726
674422;0.233143;-0.190753;-1.24054;0.460815;2.632;-0.334168;3.62396;83.25;0.99707;0.986328;724
674463;0.233143;-0.190753;-1.24054;0.460815;2.64;-0.488281;3.5965;83.25;0.996094;0.986328;725
674502;0.233143;-0.190753;-1.24054;0.460815;2.632;-0.558472;3.63007;83.25;0.995117;0.987305;725
674543;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.828552;3.78571;83.25;0.993164;0.988281;725
674584;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.59967;3.66516;83.25;0.993164;0.988281;723
674635;0.233143;-0.190753;-1.24054;0.460815;2.592;-0.549316;3.63922;83.25;0.993164;0.988281;723
674676;0.233143;-0.190753;-1.24054;0.460815;2.58;-0.639343;3.67889;83.25;0.992188;0.989258;723
674723;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.610352;3.74146;83.25;0.992188;0.990234;724
674764;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.567627;3.73993;83.25;0.992188;0.990234;721
674804;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.511169;4.07257;83.25;0.992188;0.992188;720
674843;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.421143;3.84216;83.25;0.992188;0.992188;718
674883;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.372315;3.89252;83.25;0.992188;0.993164;717
674923;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.331116;3.84064;83.25;0.992188;0.993164;719
674962;0.233143;-0.190753;-1.24054;0.460815;2.56;-0.309753;3.80096;83.25;0.992188;0.993164;715
675003;0.233143;-0.190753;-1.24054;0.460815;2.56;-0.306702;3.85895;83.25;0.992188;0.994141;717
675043;0.233143;-0.190753;-1.24054;0.460815;2.528;-0.126648;3.83148;83.25;0.992188;0.994141;721
675083;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.337219;3.82538;83.25;0.992188;0.994141;718
675124;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.386047;3.80707;83.25;0.992188;0.994141;720
675162;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.444031;3.97339;83.25;0.992188;0.996094;720
675205;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.706482;3.9856;83.25;0.990234;0.996094;717
675241;0.233143;-0.190753;-1.24054;0.460815;2.536;-0.350952;3.99323;83.25;0.992188;0.996094;718
675285;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.6073;4.01001;83.25;0.992188;0.996094;719
675320;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.654602;4.02527;83.25;0.992188;0.996094;718
675366;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.732422;4.04205;83.25;0.992188;0.996094;719
675403;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.253296;3.71094;83.25;0.995117;0.994141;717
675441;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.193787;3.91541;83.25;0.996094;0.994141;717
675483;0.233143;-0.190753;-1.24054;0.460815;2.56;-0.328064;3.92609;83.25;0.99707;0.994141;718
675522;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.498962;3.95966;83.25;0.996094;0.994141;717
675562;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.430298;3.96728;83.25;0.99707;0.994141;718
675603;0.233143;-0.190753;-1.24054;0.460815;2.548;-0.0610352;3.90625;83.25;0.999023;0.993164;721
675643;0.233143;-0.190753;-1.24054;0.460815;2.56;-0.202942;3.93219;83.25;1;0.993164;716
675683;0.233143;-0.190753;-1.24054;0.460815;2.56;-0.236511;3.93677;83.25;1;0.993164;721
675722;0.233143;-0.190753;-1.24054;0.460815;2.552;-0.276184;3.88184;83.25;1;0.992188;720
675765;0.233143;-0.190753;-1.24054;0.460815;2.572;-0.0793457;3.88031;83.25;1.00195;0.992188;721
675803;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.0961304;3.71246;83.25;1.00195;0.990234;720
675845;0.233143;-0.190753;-1.24054;0.460815;2.6;-0.115967;3.72315;83.25;1.00195;0.990234;719
675883;0.233143;-0.190753;-1.24054;0.460815;2.604;0.242615;3.75061;83.25;1.00391;0.990234;720
675925;0.233143;-0.190753;-1.24054;0.460815;2.624;0.19989;3.70178;83.25;1.00488;0.989258;717
675961;0.233143;-0.190753;-1.24054;0.460815;2.604;0.0427246;3.73383;83.25;1.00488;0.989258;717
676003;0.233143;-0.190753;-1.24054;0.460815;2.604;2.22045e-14;3.66821;83.25;1.00488;0.988281;720
676040;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.0259399;3.6911;83.25;1.00488;0.988281;718
676082;0.233143;-0.190753;-1.24054;0.460815;2.6;-0.0411987;3.70331;83.25;1.00488;0.988281;719
676122;0.233143;-0.190753;-1.24054;0.460815;2.604;0.387573;3.70941;83.25;1.00684;0.988281;720
676161;0.233143;-0.190753;-1.24054;0.460815;2.6;-0.00457764;3.63007;83.25;1.00488;0.987305;720
676201;0.233143;-0.190753;-1.24054;0.460815;2.616;0.038147;3.61633;83.25;1.00488;0.987305;720
676240;0.233143;-0.190753;-1.24054;0.460815;2.624;0.0732422;3.62549;83.25;1.00488;0.987305;716
676282;0.233143;-0.190753;-1.24054;0.460815;2.616;0.131226;3.51257;83.25;1.00488;0.986328;718
676321;0.233143;-0.190753;-1.24054;0.460815;2.624;0.178528;3.48511;83.25;1.00488;0.986328;716
676361;0.233143;-0.190753;-1.24054;0.460815;2.632;-0.170898;3.55377;83.25;1.00293;0.987305;716
676404;0.233143;-0.190753;-1.24054;0.460815;2.632;0.0854492;3.52936;83.25;1.00293;0.987305;716
676441;0.233143;-0.190753;-1.24054;0.460815;2.616;0.138855;3.49274;83.25;1.00293;0.987305;719
676481;0.233143;-0.190753;-1.24054;0.460815;2.64;0.0991821;3.46527;83.25;1.00195;0.987305;715
676521;0.233143;-0.190753;-1.24054;0.460815;2.608;-0.0671387;3.44238;83.25;1;0.987305;719
676563;0.233143;-0.190753;-1.24054;0.460815;2.62;-0.108337;3.41492;83.25;0.999023;0.987305;715
676600;0.233143;-0.190753;-1.24054;0.460815;2.608;-0.0640869;3.5675;83.25;0.999023;0.988281;722
676640;0.233143;-0.190753;-1.24054;0.460815;2.608;-0.22583;3.4378;83.25;0.99707;0.988281;715
676683;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.730896;3.56903;83.25;0.994141;0.989258;717
676721;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.485229;3.44544;83.25;0.994141;0.989258;719
676759;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.485229;3.44544;83.25;0.994141;0.989258;719
676951;0.233143;-0.190753;-1.24054;0.460815;2.64;-0.520325;3.58429;83.25;0.992188;0.992188;717
676992;0.233143;-0.190753;-1.24054;0.460815;2.64;-0.448608;3.54004;83.25;0.990234;0.993164;717
677032;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.614929;3.57513;84;0.990234;0.993164;719
677072;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.575256;3.89709;84;0.990234;0.995117;721
677110;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.540161;3.68195;83.25;0.990234;0.995117;725
677153;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.540161;3.55988;83.25;0.990234;0.994141;727
677202;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.466919;3.88184;83.25;0.990234;0.996094;726
677243;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.35553;3.6911;83.25;0.992188;0.996094;728
677280;0.233143;-0.190753;-1.24054;0.460815;2.6;-0.186157;3.67737;83.25;0.993164;0.996094;730
677320;0.233143;-0.190753;-1.24054;0.460815;2.616;-0.328064;3.68805;84;0.993164;0.996094;729
677361;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.384522;3.69415;84;0.993164;0.996094;729
677404;0.233143;-0.190753;-1.24054;0.460815;2.596;-0.460815;3.70178;84;0.993164;0.996094;729
677453;0.233143;-0.190753;-1.24054;0.460815;2.6;-0.402832;3.72009;84;0.996094;0.996094;731
677494;0.233143;-0.190753;-1.24054;0.460815;2.596;-0.222778;3.74146;84;0.996094;0.996094;734
677532;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.289917;3.75977;84;0.996094;0.996094;729
677572;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.349426;3.6026;84;0.996094;0.994141;736
677611;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.292969;3.62091;84;0.99707;0.993164;734
677654;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.106812;3.54309;84;0.999023;0.993164;734
677695;0.233143;-0.190753;-1.24054;0.460815;2.584;-0.15564;3.57208;84;0.999023;0.993164;732
677734;0.233143;-0.190753;-1.24054;0.460815;2.604;-0.19989;3.58276;84;1;0.992188;727
677773;0.233143;-0.190753;-1.24054;0.460815;2.6;0.291443;3.52783;84;1.00195;0.992188;730
677816;0.233143;-0.190753;-1.24054;0.460815;2.6;0.050354;3.55377;84;1.00195;0.992188;730
677862;0.233143;-0.190753;-1.24054;0.460815;2.604;0.00305176;3.39508;84;1.00195;0.990234;729
677901;0.233143;-0.190753;-1.24054;0.460815;2.624;-0.00762939;3.39355;84;1.00195;0.990234;729
677941;0.233143;-0.190753;-1.24054;0.460815;2.628;0.0671387;3.23029;84;1.00293;0.989258;731
677981;0.233143;-0.190753;-1.24054;0.460815;2.648;0.450134;3.34168;84;1.00488;0.989258;731
678023;0.233143;-0.190753;-1.24054;0.460815;2.656;-0.0534058;3.37067;84;1.00293;0.989258;731
678062;0.233143;-0.190753;-1.24054;0.460815;2.648;-0.119019;3.22571;84;1.00293;0.988281;731
678103;0.233143;-0.190753;-1.24054;0.460815;2.64;0.260925;3.34778;84;1.00488;0.988281;737
678140;0.233143;-0.190753;-1.24054;0.460815;2.648;0.0457764;3.36761;84;1.00488;0.988281;732
678182;0.233143;-0.190753;-1.24054;0.460815;2.652;0.0335693;3.29895;84;1.00488;0.987305;732
678224;0.233143;-0.190753;-1.24054;0.460815;2.656;0.0549316;3.48816;84;1.00488;0.988281;729
678261;0.233143;-0.190753;-1.24054;0.460815;2.656;0.0717163;3.302;84;1.00488;0.987305;730
678305;0.233143;-0.190753;-1.24054;0.460815;2.656;0.125122;3.302;84;1.00488;0.987305;731
678342;0.233143;-0.190753;-1.24054;0.460815;2.656;-0.245667;3.28522;84;1.00293;0.987305;729
678384;0.233143;-0.190753;-1.24054;0.460815;2.64;-0.00762939;3.36609;84;1.00293;0.988281;729
678422;0.233143;-0.190753;-1.24054;0.460815;2.648;0.0518799;3.3432;84;1.00293;0.988281;729
678465;0.233143;-0.190753;-1.24054;0.460815;2.656;0.106812;3.32184;84;1.00293;0.988281;729
678505;0.233143;-0.190753;-1.24054;0.460815;2.656;0.0411987;3.47137;84;1.00195;0.989258;726
678554;0.233143;-0.190753;-1.24054;0.460815;2.656;0.115967;3.35236;84;1.00195;0.989258;725
678602;0.233143;-0.190753;-1.24054;0.460815;2.656;0.216675;3.39661;84;1.00195;0.990234;728
678642;0.233143;-0.190753;-1.24054;0.460815;2.668;0.27771;3.36456;84;1.00195;0.990234;729
678683;0.233143;-0.190753;-1.24054;0.460815;2.668;0.102234;3.33862;84;1;0.990234;729
678722;0.233143;-0.190753;-1.24054;0.460815;2.656;-0.0518799;3.47748;84;0.999023;0.992188;726
678762;0.233143;-0.190753;-1.24054;0.460815;2.648;0.00152588;3.44391;84;0.999023;0.992188;731
678801;0.233143;-0.190753;-1.24054;0.460815;2.656;0.149536;3.4195;84;0.999023;0.992188;728
678844;0.233143;-0.190753;-1.24054;0.460815;2.668;0.193787;3.48663;84;0.999023;0.993164;728
678883;0.233143;-0.190753;-1.24054;0.460815;2.668;0.241089;3.45001;84;0.999023;0.993164;728
