ARG	ID	RESULTNAME	KOMMENTAR	LABEL	DATENTYP	NAME	EINHEIT	
ITANS	0x4200	STAT_ANSAUGLUFTTEMPERATUR_WERT	Ansauglufttemperatur 1	TIA	unsigned char	-	°C	
-	0x4201	STAT_0x4201_WERT	Umgebungsdruck	AMP_MES	unsigned integer	-	hPa	
IPSAU	0x4202	STAT_SAUGROHRDRUCK_WERT	Saugrohrdruck	MAP_MES	unsigned integer	-	hPa	
ILMKG	0x4203	STAT_LUFTMASSE_WERT	Massenstrom vom HFM	MAF_KGH_MES	unsigned integer	-	kg/h	
ITUMG	0x4204	STAT_UMGEBUNGSTEMPERATUR_WERT	Umgebungstemperatur	TAM	unsigned char	-	°C	
IPLAD	0x4205	STAT_LADEDRUCK_WERT	Saugrohrdruck 1 / Ladedruck 1	MAP_DIP_MES_BAS	unsigned integer	-	hPa	
ITKUM	0x4300	STAT_KUEHLMITTELTEMPERATUR_WERT	Kühlwassertemperatur	TCO	unsigned char	-	°C	
-	0x4301	STAT_0x4301_WERT	Kuehlerauslasstemperatur	TCO_2	unsigned char	-	°C	
IPWAB	0x4302	STAT_WASSERPUMPENLEISTUNG_BSD_WERT	Wasserpumpe Leistung ueber BSD	REL_CWP_PWR	unsigned char	-	%	
ITWAE	0x4303	STAT_WASSERPUMPE_ELEKTRONIK_TEMPERATUR_WERT	Wasserpumpe Elektronik Temperatur	TEMP_EL_CWP	unsigned char	-	°C	
IIWAP	0x4304	STAT_WASSERPUMPE_STROM_WERT	Wasserpumpe Strom	CUR_CNS_CWP	unsigned char	-	A	
INWAP	0x4305	STAT_WASSERPUMPE_DREHZAHL_WERT	Wasserpumpe Drehzahl Ist	N_REL_CWP	unsigned char	-	-	
SNWAP	0x4306	STAT_WASSERPUMPE_DREHZAHL_SOLL_WERT	Wasserpumpe Drehzahl Soll	N_REL_CWP_SP	unsigned char	-	-	
IMLOE	0x4400	STAT_OELSTAND_LANGZEIT_MITTEL_WERT	Ölstand Mittelwert Langzeit	OZ_NIVLANGT	unsigned char	-	mm manuell	
IFSOE	0x4401	STAT_FUELLSTAND_MOTOROEL_KURZZEIT_WERT	Füllstand Motoröl	OZ_LP	unsigned char	-	%	
ITOEL	0x4402	STAT_OELTEMPERATUR_WERT	Öltemperatur	TOEL	signed integer	-	°C	
IKVLS	0x4403	STAT_KRAFTSTOFFVERBRAUCH_SEIT_SERVICE_WERT	Kraftstoff-Verbrauch seit letztem Service	OZ_KVBSM_UL	unsigned long	-	l manuell	
IKMLS	0x4404	STAT_WEG_SEIT_SERVICE_WERT	km seit letztem Service	OZ_OELKM	unsigned integer	-	km	
RNIOE	0x4405	STAT_OELSENSOR_NIVEAU_ROH_WERT	Oelsensor Niveau Rohwert	OZ_NIVR	unsigned char	-	-	
RQUOE	0x4406	STAT_OELSENSOR_QUALITAET_ROH_WERT	Oelsensor Qualität Rohwert	OZ_PERMR	unsigned integer	-	-	
RTOEL	0x4407	STAT_OELSENSOR_TEMPERATUR_ROH_WERT	Oelsensor Temperatur Rohwert	OZ_TEMPR	unsigned char	-	-	
ITSOE	0x4408	STAT_OELSENSOR_TEMPERATUR_WERT	Oelsensor Temperatur	OZ_TEMPAKT	signed integer	-	°C	
INIOE	0x4409	STAT_OELSENSOR_NIVEAU_WERT	Oelsensor Niveau	OZ_NIVAKT	unsigned char	-	mm manuell	
IQOEL	0x440A	STAT_OELSENSOR_QUALITAET_WERT	Oelsensor Qualität	OZ_PERMAKT	unsigned integer	-	-	
-	0x440B	STAT_0x440B_WERT	Länderfaktor 1 codiert	OZ_LF1C	unsigned char	-	-	
-	0x440C	STAT_0x440C_WERT	Länderfaktor 2 codiert	OZ_LF2C	unsigned char	-	-	
-	0x440D	STAT_0x440D_WERT	Länderfaktor 1	OZ_LF1T	unsigned char	-	-	
-	0x440E	STAT_0x440E_WERT	Länderfaktor 2	OZ_LF2T	unsigned char	-	-	
-	0x440F	STAT_0x440F_WERT	Kurzmittelwert-Niveau für den Tester	OZ_NIVKRZT	unsigned char	-	mm manuell	
-	0x4410	STAT_0x4410_WERT	Restweg aus Permittivität abgeleitet	OZ_RWPERM	signed integer	-	km	
-	0x4411	STAT_0x4411_WERT	Restweg aus Kraftstoffverbrauch abgeleitet	OZ_RWKVB	signed integer	-	km	
-	0x4412	STAT_0x4412_WERT	Öl-Alter in Monate	OZ_OELZEIT	unsigned integer	-	-	
-	0x4413	STAT_0x4413_WERT	aufbereitete Permittivität bei letztem Ölwechsel	OZ_PERMLOW	unsigned integer	-	-	
-	0x4414	STAT_0x4414_WERT	Permittivität für Bewertung aufbereitet (extrapoliert)	OZ_PERMEX	unsigned integer	-	-	
-	0x4415	STAT_0x4415_WERT	Offset für Permittivitätskorrektur	OZ_PERMOFF	unsigned integer	-	-	
-	0x4416	STAT_0x4416_WERT	zugeteilte Bonuskraftstoffmenge	OZ_KVBOG	unsigned integer	-	-	
-	0x4417	STAT_0x4417_WERT	zugeteilter Permittivitätsbonus	OZ_PERMBOG	unsigned integer	-	-	
IWVEX	0x4500	STAT_VVT_EXCENTER_WERT	VVT-Excenter Istwert	ANG_EXC_VVL	unsigned integer	-	Grad	
SWVEX	0x4501	STAT_VVT_EXCENTER_SOLL_WERT	VVT-Excenter Sollwert	ANG_SP_VVL	unsigned integer	-	°	
IWVVB	0x4502	STAT_VVT_VERSTELLBEREICH_LERNROUTINE_WERT	Mechanischer Verstellbereich VVT aus Lernroutine	ANG_STK_VVL	unsigned integer	-	Grad	
SWVLR	0x4503	STAT_VVT_LAGEREGLER_SOLL_WERT	Sollwert für Lageregler	ANG_SP_VVL_CUS	unsigned integer	-	°	
SWVLT	0x4504	STAT_VVT_LAGEREGLER_SOLL_VON_TESTER_WERT	Sollwert für Lageregler vom Tester	ANG_SP_EXT_ADJ_VVL	unsigned char	-	Grad	
SSPEI	0x4505	STAT_VVT_EINLASSSPREIZUNG_SOLL_WERT	Sollwert Einlassspreizung	CAM_SP_IVVT_IN	signed integer	-	°CRK	
IPNWE	0x4506	STAT_POSITION_NOCKENWELLE_EINLASS_WERT	Nockenwellenposition Einlass	PSN_CAM_IN_1	unsigned integer	-	°CRK	
IPNWA	0x4507	STAT_POSITION_NOCKENWELLE_AUSLASS_WERT	Nockenwellenposition Auslass	PSN_CAM_EX_1	unsigned integer	-	°CRK	
ISNWE	0x4508	STAT_NW_EINLASSSPREIZUNG_WERT	Istwert Einlassspreizung	CAM_IN[1]	signed integer	-	°CRK	
ISNWA	0x4509	STAT_NW_AUSLASSSPREIZUNG_WERT	Istwert Auslassspreizung	CAM_EX[1]	unsigned char	-	°CRK	
NSNWA	0x450A	STAT_NW_NORMSPREIZUNG_AUSLASS_WERT	Normspreizung Auslass	CAM_SP_REF_EX	signed integer	-	°CRK	
NSNWE	0x450B	STAT_NW_NORMSPREIZUNG_EINLASS_WERT	Normspreizung Einlass	CAM_SP_REF_IN	signed integer	-	°CRK	
IWDKL	0x4600	STAT_DROSSELKLAPPENWINKEL_WERT	aktueller Drosselklappenwinkel	TPS_AV	unsigned integer	-	°TPS	
SWDKL	0x4601	STAT_DROSSELKLAPPENWINKEL_SOLL_WERT	Drosselklappe Sollwert	TPS_SP_MDL	unsigned integer	-	°TPS	
SUGEB	0x4602	STAT_GENERATOR_SPANNUNG_BSD_SOLL_WERT	Generator Sollspannung ueber BSD	V_ALTER_SP	unsigned long	-	V	
ITGEE	0x4603	STAT_GENERATOR_ELEKTRONIKTEMPERATUR_WERT	Chiptemperatur Generator 1	TCHIP	signed integer	-	°C	
IIGEN	0x4604	STAT_GENERATOR_STROM_WERT	Generator Strom	I_GEN	unsigned char	-	A manuell	
VGENE	0x4605	STAT_GENERATOR_CHIPVERSION_WERT	Chipversion Generator 1	BSDGENCV	unsigned char	-	-	
VGENR	0x4606	STAT_GENERATOR_REGLERVERSION_WERT	Reglerversion Generator 1	BSDGENREGV	unsigned char	-	-	
VGENH	0x4607	STAT_GENERATOR_HERSTELLERCODE_WERT	Herstellercode Generator 1	GEN_MANUFAK	unsigned char	-	-	
VGTYP	0x4608	STAT_GENERATOR_TYP_WERT	Kennung Generatortyp Generator 1	GEN_TYPKENN	unsigned char	-	-	
IUK87	0x4609	STAT_KL87_SPANNUNG_WERT	Kl.87 Spannung / Versorgung DME	VB	unsigned char	-	V	
IUBAT	0x460A	STAT_UBATT_WERT	Batteriespannung aktuell	UBT	unsigned integer	-	V	
IUIBS	0x460B	STAT_UBATT_IBS_WERT	Batteriespannung von IBS gemessen	U_BATT	unsigned integer	-	V manuell	
IUADW	0x460C	STAT_UBATT_AD_WANDLER_WERT	Batteriespannung vom AD-Wandler DME	VB_BAS	unsigned integer	-	V	
-	0x460D	STAT_0x460D_WERT	Korrekturwert Abschaltung	ABSCH_KORR	signed integer	-	-	
-	0x460E	STAT_0x460E_WERT	Abstand zur Startfähigkeitsgrenze	D_SOC	signed integer	-	-	
ILBAT	0x460F	STAT_BATTERIELAST_WERT	Batterielast	LOAD_BAT	unsigned char	-	%	
IPDIS	0x4610	STAT_DISAKLAPPEN_POSITION_WERT	aktuelle Position Disaklappen	VIM_AV	unsigned integer	-	%	
STELU	0x4611	STAT_E_LUEFTER_PWM_SOLL_WERT	Sollwert E-Lüfter als PWM Wert	N_PERC_ECF	unsigned char	-	%	
-	0x4612	STAT_0x4612_WERT	Erregerstrom Generator 1	IERR	unsigned char	-	A	
-	0x4613	STAT_0x4613_WERT	Kopierter Wert von zum Generator gesendeter Sollspannung Generator 1	U_FGEN	unsigned integer	-	V	
-	0x4614	STAT_0x4614_WERT	Auslastungsgrad Generator 1	DFSIGGEN	unsigned char	-	%	
-	0x4615	STAT_0x4615_WERT	Kopie begrenzter Erregerstrom Generator 1	IERRFGRENZ	unsigned char	-	A	
-	0x4616	STAT_0x4616_WERT	Kopie Generator 1 LR Vorgabe auf Bus gelegt	TLRFGEN	unsigned char	-	s	
-	0x4617	STAT_0x4617_WERT	gefiltertes Generatormoment absolut Ausgang	MD_GENNM	signed integer	-	Nm	
-	0x4618	STAT_0x4618_WERT	Kopie Drehzahlschwelle für LR-Funktion Generator 1 aktiv	B_LRFOFF	0xFF	-	0/1	
ISBV1	0x4700	STAT_SONDENBEREITSCHAFT_VORKAT_BANK1	Status Lambdasonde betriebsbereit Vorkat Bank 1	LV_INH_LSCL[1]	0xFF	-	0/1	
ISBV2	0x4701	STAT_SONDENBEREITSCHAFT_VORKAT_BANK2	Status Lambdasonde betriebsbereit Vorkat Bank 2	LV_INH_LSCL[2]	0xFF	-	0/1	
IUSO1	0x4702	STAT_SONDENSPANNUNG_VORKAT_BANK1_MIT_OFFSET_WERT	Spannung Lambdasonde Vorkat Bank 1 mit Offsetkorrektur	VLS_COR_LSL[1]	unsigned integer	-	V	
IUSO2	0x4703	STAT_SONDENSPANNUNG_VORKAT_BANK2_MIT_OFFSET_WERT	Spannung Lambdasonde Vorkat Bank 2 mit Offsetkorrektur	VLS_COR_LSL[2]	unsigned integer	-	V	
SINT1	0x4704	STAT_LAMBDA_BANK1_SOLL_WERT	Lambda Sollwert Bank 1	LAMB_BAS[1]	unsigned integer	-	-	
SINT2	0x4705	STAT_LAMBDA_BANK2_SOLL_WERT	Lambda Sollwert Bank 2	LAMB_BAS[2]	unsigned integer	-	-	
ISKUB	0x4800	STAT_KUPPLUNGSSCHALTER_BETAETIGT_WERT	Kupplungsschalter Status	LV_CS	0xFF	-	0/1	
ISKUV	0x4801	STAT_KUPPLUNGSSCHALTER_VORHANDEN_WERT	Kupplungsschalter vorhanden	LV_CS_CUS	0xFF	-	0/1	
ISSPO	0x4802	STAT_SPORTTASTER_BETAETIGT_WERT	Sporttaster aktiv	LV_SOF_SWI	0xFF	-	0/1	
ISKLI	0x4803	STAT_KLIMA_EIN	Status Klima ein	STATE_ACIN_CAN	unsigned char	-	-	
ISSLP	0x4804	STAT_SEKUNDAERLUFTPUMPE_WERT	Sekundärluft Pumpe aktiv	LV_SAP	0xFF	-	0/1	
ISSRC	0x4805	STAT_STARTRELAIS_UEBER_CAN_WERT	Startrelais über CAN aktiv	LV_RLY_ST_CAN	0xFF	-	0/1	
-	0x4806	STAT_0x4806_WERT	Steuergeraete-Innentemperatur	TECU	unsigned char	-	°C	
INMOT	0x4807	STAT_MOTORDREHZAHL_WERT	Motor Drehzahl	N	unsigned integer	-	rpm	
SNLLD	0x4808	STAT_LEERLAUFDREHZAHL_SOLL_WERT	Leerlauf Solldrehzahl	N_SP_IS	unsigned integer	-	rpm	
ISLLA	0x4809	STAT_LEERLAUF_AKTIV	Status LL	LV_IS	0xFF	-	0/1	
ISKME	0x480A	STAT_KILOMETERSTAND_WERT	Kilometerstand Auflösung 1 km	CTR_KM_BN	unsigned long	-	km	
IFPWG	0x480B	STAT_FAHRERWUNSCH_PEDAL_WERT	Pedalwert Fahrerwunsch in %	PV_AV	unsigned char	-	%	
IUPV1	0x5A00	STAT_PWG1_VERSORGUNGSSPANNUNG_WERT	Versorgung FWG 1	VCC_PVS_1	unsigned integer	-	V	
IUPV2	0x5A01	STAT_PWG2_VERSORGUNGSSPANNUNG_WERT	Versorgung FWG 2	VCC_PVS_2	unsigned integer	-	V	
RUVVV	0x5A02	STAT_VVT_VERSORGUNGSSPANNUNG_ROH_WERT	Versorgung VVT Rohwert	V_VCC_SENS_VVL_RAW	unsigned integer	-	V	
IUVVV	0x5A03	STAT_VVT_VERSORGUNGSSPANNUNG_WERT	Versorgung VVT	V_VCC_SENS_VVL	unsigned integer	-	V	
IUPW1	0x5A04	STAT_PWG1_SPANNUNG_WERT	Spannung Pedalwertgeber 1	V_PVS_1	unsigned integer	-	V	
IUPW2	0x5A05	STAT_PWG2_SPANNUNG_WERT	Spannung Pedalwertgeber 2	V_PVS_2	unsigned integer	-	V	
IUDK1	0x5A06	STAT_DK1_SPANNUNG_WERT	Spannung Drosselklappe Poti 1	V_TPS_1	unsigned integer	-	V	
IUDK2	0x5A07	STAT_DK2_SPANNUNG_WERT	Spannung Drosselklappe Poti 2	V_TPS_2	unsigned integer	-	V	
IUANS	0x5A08	STAT_ANSAUGLUFTTEMPERATUR_SPANNUNG_WERT	Spannung Ansauglufttemperatur	V_TIA	unsigned char	-	V manuell	
IUKUM	0x5A09	STAT_KUEHLMITTELTEMPERATUR_SPANNUNG_WERT	Spannung Motortemperatur	V_TCO	unsigned integer	-	V	
IUKUA	0x5A0A	STAT_KUEHLERAUSLASSTEMPERATUR_SPANNUNG_WERT	Spannung Kühlmitteltemperatur Kühlerausgang	V_TCO_2	unsigned integer	-	V	
IUUMG	0x5A0B	STAT_UMGEBUNGSDRUCK_SPANNUNG_WERT	Spannung DME Umgebungsdruck	V_AMP	unsigned integer	-	V	
IULMM	0x5A0C	STAT_LUFTMASSE_SPANNUNG_WERT	Spannung Luftmasse	V_MAF	unsigned char	-	V	
IUSLS	0x5A0D	STAT_SEKUNDAERLUFT_SPANNUNG_WERT	Spannung Sekundärluft	V_SAF	unsigned char	-	V	
IUSGI	0x5A0E	STAT_STEUERGERAETE_INNENTEMPERATUR_SPANNUNG_WERT	Spannung SG-Innentemperatur	V_TECU	unsigned integer	-	V	
-	0x5A0F	STAT_0x5A0F_WERT	Spannung Kl.15	V_IGK_BAS	unsigned integer	-	V	
IUK15	0x5A10	STAT_KL15_SPANNUNG_WERT	Spannung Kl15	V_IGK_MES	unsigned integer	-	V	
IUSV1	0x5A11	STAT_SONDENSPANNUNG_VORKAT_BANK1_WERT	Spannung Lambdasonde vor Kat 1	VLS_UP[1]	unsigned integer	-	V	
IUSV2	0x5A12	STAT_SONDENSPANNUNG_VORKAT_BANK2_WERT	Spannung Lambdasonde vor Kat 2	VLS_UP[2]	unsigned integer	-	V	
IUSN1	0x5A13	STAT_SONDENSPANNUNG_NACHKAT_BANK1_WERT	Spannung Lambdasonde hinter Kat 1	VLS_DOWN[1]	unsigned integer	-	V	
IUSN2	0x5A14	STAT_SONDENSPANNUNG_NACHKAT_BANK2_WERT	Spannung Lambdasonde hinter Kat 2	VLS_DOWN[2]	unsigned integer	-	V	
IUDMT	0x5A17	STAT_DMTL_SPANNUNG_WERT	Spannung Strommessung DMTL	V_DMTL	unsigned integer	-	V	
ITKUA	0x5A21	STAT_KUEHLERAUSLASSTEMPERATUR_WERT	Kühlmitteltemperatur Kühlerausgang	TCO_2_MES	unsigned char	-	°C	
ITSGI	0x5A22	STAT_STEUERGERAETE_INNENTEMPERATUR_WERT	Steuergerät Innentemperatur	TECU	unsigned char	-	°C	
SWDKL	0x5A24	STAT_DK_WINKEL_SOLL_WERT	Drosselklappe Sollwert	TPS_SP	unsigned integer	-	°TPS	
IPUMG	0x5A26	STAT_UMGEBUNGSDRUCK_WERT	Umgebungsdruck	MAP	unsigned integer	-	hPa	
IPPW1	0x5A27	STAT_PWG1_WERT	Pedalwertgeber Poti 1	PV_AV_1	unsigned char	-	%	
IPPW2	0x5A28	STAT_PWG2_WERT	Pedalwertgeber Poti 2	PV_AV_2	unsigned char	-	%	
RFPWG	0x5A29	STAT_FAHRERWUNSCH_PEDAL_ROH_WERT	Fahrpedalwert	PV_AV_RAW	unsigned char	-	%	
ILMSL	0x5A2A	STAT_LUFTMASSE_SEKUNDAERLUFT_WERT	Luftmasse Sekundärluft	SAF_KGH_MES_BAS	unsigned integer	-	kg/h	
ILUZ1	0x5A30	STAT_LAUFUNRUHE_ZYL1_WERT	Laufunruhe Zylinder 1	ER_CYL[0]	signed integer	-	µs	
ILUZ2	0x5A31	STAT_LAUFUNRUHE_ZYL2_WERT	Laufunruhe Zylinder 2	ER_CYL[4]	signed integer	-	µs	
ILUZ3	0x5A32	STAT_LAUFUNRUHE_ZYL3_WERT	Laufunruhe Zylinder 3	ER_CYL[2]	signed integer	-	µs	
ILUZ4	0x5A33	STAT_LAUFUNRUHE_ZYL4_WERT	Laufunruhe Zylinder 4	ER_CYL[5]	signed integer	-	µs	
ILUZ5	0x5A34	STAT_LAUFUNRUHE_ZYL5_WERT	Laufunruhe Zylinder 5	ER_CYL[1]	signed integer	-	µs	
ILUZ6	0x5A35	STAT_LAUFUNRUHE_ZYL6_WERT	Laufunruhe Zylinder 6	ER_CYL[3]	signed integer	-	µs	
ISKLO	0x5A36	STAT_STATUS_KLOPFEN_WERT	Status Klopfen	LV_KNK	0xFF	-	0/1	
IUKZ1	0x5A37	STAT_KLOPFWERT_ZYL1_SPANNUNG_WERT	Spannung Klopfwerte Zylinder 1	NL[0]	unsigned integer	-	V	
IUKZ2	0x5A38	STAT_KLOPFWERT_ZYL2_SPANNUNG_WERT	Spannung Klopfwerte Zylinder 2	NL[4]	unsigned integer	-	V	
IUKZ3	0x5A39	STAT_KLOPFWERT_ZYL3_SPANNUNG_WERT	Spannung Klopfwerte Zylinder 3	NL[2]	unsigned integer	-	V	
IUKZ4	0x5A3A	STAT_KLOPFWERT_ZYL4_SPANNUNG_WERT	Spannung Klopfwerte Zylinder 4	NL[5]	unsigned integer	-	V	
IUKZ5	0x5A3B	STAT_KLOPFWERT_ZYL5_SPANNUNG_WERT	Spannung Klopfwerte Zylinder 5	NL[1]	unsigned integer	-	V	
IUKZ6	0x5A3C	STAT_KLOPFWERT_ZYL6_SPANNUNG_WERT	Spannung Klopfwerte Zylinder 6	NL[3]	unsigned integer	-	V	
IKSZ1	0x5A3D	STAT_KLOPFSIGNAL_ZYL1_WERT	Klopfsignal Zylinder 1	KNKS[0]	unsigned integer	-	V	
IKRZ1	0x5A3E	STAT_KLOPFSIGNAL_ZYL1_RELATIV_WERT	Klopfsignal Zylinder 1 relativ	KNKS_REL_NL_0	unsigned integer	-	-	
IKSZ6	0x5A3F	STAT_KLOPFSIGNAL_ZYL6_WERT	Klopfsignal Zylinder 6	KNKS[5]	unsigned integer	-	V	
IKRZ6	0x5A40	STAT_KLOPFSIGNAL_ZYL6_RELATIV_WERT	Klopfsignal Zylinder 6 relativ	KNKS_REL_NL_5	unsigned integer	-	-	
IZEZ1	0x5A42	STAT_EINSPRITZZEIT_ZYL1_WERT	Einspritzzeit Zylinder 1	ti_1_0	unsigned integer	-	ms	
IZEZ2	0x5A43	STAT_EINSPRITZZEIT_ZYL2_WERT	Einspritzzeit Zylinder 2	ti_1_4	unsigned integer	-	ms	
IZEZ3	0x5A44	STAT_EINSPRITZZEIT_ZYL3_WERT	Einspritzzeit Zylinder 3	ti_1_2	unsigned integer	-	ms	
IZEZ4	0x5A45	STAT_EINSPRITZZEIT_ZYL4_WERT	Einspritzzeit Zylinder 4	ti_1_5	unsigned integer	-	ms	
IZEZ5	0x5A46	STAT_EINSPRITZZEIT_ZYL5_WERT	Einspritzzeit Zylinder 5	ti_1_1	unsigned integer	-	ms	
IZEZ6	0x5A47	STAT_EINSPRITZZEIT_ZYL6_WERT	Einspritzzeit Zylinder 6	ti_1_3	unsigned integer	-	ms	
IZWZ1	0x5A49	STAT_ZUENDWINKEL_ZYL1_WERT	Zündwinkel Zylinder 1	IGA_IGC[0]	unsigned char	-	°CRK	
ILASB	0x5A4B	STAT_BERECHNETE_LAST_WERT	Berechneter Lastwert	LOAD_CLC	unsigned char	-	%	
ISACR	0x5A4E	STAT_KLIMAKOMPRESSORRELAIS_EIN	Klimakompressorrelais Ein	LV_ACCOUT_RLY	0xFF	-	0/1	
ISVVR	0x5A4F	STAT_VVT_ENTLASTUNGSRELAIS_EIN_WERT	VVT- Entlastungsrelais Ein	LV_STATE_RLY_VVL	0xFF	-	0/1	
ILAB1	0x5A50	STAT_LAMBDA_BANK1_WERT	Lambdawert vor Kat Bank 1	LAMB_LS_UP[1]	unsigned integer	-	-	
ILAB2	0x5A51	STAT_LAMBDA_BANK2_WERT	Lambdawert vor Kat Bank 2	LAMB_LS_UP[2]	unsigned integer	-	-	
IRNK1	0x5A52	STAT_READINESS_SONDE_NACHKAT_BANK1_WERT	Status LS nach Kat Bank 1	LV_LS_DOWN_READY[1]	0xFF	-	0/1	
IRNK2	0x5A53	STAT_READINESS_SONDE_NACHKAT_BANK2_WERT	Status LS nach Kat Bank 2	LV_LS_DOWN_READY[2]	0xFF	-	0/1	
ISHN1	0x5A54	STAT_SONDENHEIZUNG_NACHKAT_BANK1_WERT	Status LS Heizung nach Kat Bank 1	STATE_LSH_DOWN[1]	0xFF	_CNV_S_7_EGCP_RANGE_710	0-n	
ISHN2	0x5A55	STAT_SONDENHEIZUNG_NACHKAT_BANK2_WERT	Status LS Heizung nach Kat Bank 2	STATE_LSH_DOWN[2]	0xFF	_CNV_S_7_EGCP_RANGE_710	0-n	
ISHV1	0x5A56	STAT_SONDENHEIZUNG_VORKAT_BANK1_WERT	Status LS Heizung vor Kat Bank 1	STATE_LSH_UP[1]	0xFF	_CNV_S_7_EGCP_RANGE_710	0-n	
ISHV2	0x5A57	STAT_SONDENHEIZUNG_VORKAT_BANK2_WERT	Status LS Heizung vor Kat Bank 2	STATE_LSH_UP[2]	0xFF	_CNV_S_7_EGCP_RANGE_710	0-n	
IAHV1	0x5A58	STAT_SONDENHEIZUNG_PWM_VORKAT_BANK1_WERT	Lambdasondenheizung PWM vor Kat Bank 1	LSHPWM_UP[1]	unsigned char	-	%	
IAHN1	0x5A59	STAT_SONDENHEIZUNG_PWM_NACHKAT_BANK1_WERT	Lambdasondenheizung PWM nach Kat Bank 1	LSHPWM_DOWN[1]	unsigned char	-	%	
IAHV2	0x5A5A	STAT_SONDENHEIZUNG_PWM_VORKAT_BANK2_WERT	Lambdasondenheizung PWM vor Kat Bank 2	LSHPWM_UP[2]	unsigned char	-	%	
IAHN2	0x5A5B	STAT_SONDENHEIZUNG_PWM_NACHKAT_BANK2_WERT	Lambdasondenheizung PWM nach Kat Bank 2	LSHPWM_DOWN[2]	unsigned char	-	%	
ISBLS	0x5A60	STAT_BREMSLICHTSCHALTER_EIN_WERT	Bremslichtschalter Ein	LV_IM_BLS	0xFF	-	0/1	
ISBLT	0x5A61	STAT_BREMSLICHTTESTSCHALTER_EIN_WERT	Bremslichttestschalter Ein	LV_IM_BTS	0xFF	-	0/1	
ISOED	0x5A62	STAT_OELDRUCKSCHALTER_EIN_WERT	Öldruckschalter Ein	LV_POIL_SWI	0xFF	-	0/1	
ISEBO	0x5A63	STAT_E_BOXLUEFTER_EIN_WERT	E-Boxlüfter Ein	LV_EBOX_CFA	0xFF	-	0/1	
-	0x5A64	STAT_0x5A64_WERT	Kühlerjalousie	LV_ECRAS	0xFF	-	0/1	
ISAGK	0x5A65	STAT_ABGASKLAPPE_EIN_WERT	Abgasklappe Ein	LV_EF	0xFF	-	0/1	
ISDMP	0x5A66	STAT_DMTL_PUMPE_EIN_WERT	DMTL Pumpe Ein	LV_DMTL_PUMP	0xFF	-	0/1	
ISDMV	0x5A67	STAT_DMTL_VENTIL_EIN_WERT	DMTL Ventil Ein	LV_DMTLS	0xFF	-	0/1	
ISDMH	0x5A68	STAT_DMTL_HEIZUNG_EIN_WERT	DMTL Heizung Ein	LV_HDMTL_ON	0xFF	-	0/1	
ISMIL	0x5A69	STAT_MIL_EIN_WERT	MIL Lampe Ein	LV_MIL_CAN	0xFF	-	0/1	
ISFGL	0x5A6A	STAT_LAMPE_FGR_EIN_WERT	Lampe FGR Ein	LV_CRU_MAIN_SWI	0xFF	-	0/1	
ISCEL	0x5A6B	STAT_CHECK_ENGINE_LAMPE_EIN_WERT	Lampe Check Engine Ein	LV_WAL_1_CAN	0xFF	-	0/1	
ISTFG	0x5A6D	STAT_TASTE_FGR_EIN_WERT	Status Taste FGR	STATE_MSW_CAN	0xFF	_CNV_S_8_RANGE_STAT_19	0-n	
IASOU	0x5A70	STAT_SOUNDKLAPPE_PWM_WERT	Soundklappe Zustand	LV_SOF	0xFF	-	0/1	
IADS1	0x5A71	STAT_DISA1_PWM_WERT	DISA1 PWM (große/obere Klappe)	VIMPWM_1	signed integer	-	%	
IADS2	0x5A72	STAT_DISA2_PWM_WERT	DISA2 PWM (kleine/untere Klappe)	VIMPWM_2	signed integer	-	%	
-	0x5A73	STAT_0x5A73_WERT	Kurbelgehäuseentlüftungsheizung	LV_RLY_CRCV_HEAT	0xFF	-	0/1	
IAKFT	0x5A74	STAT_BEHEIZTER_THERMOSTAT_PWM_WERT	Beheizter Thermostat PWM	ECTPWM	unsigned integer	-	%	
IASEV	0x5A75	STAT_SEKUNDAERLUFT_VENTIL_PWM_WERT	Sekundärluft Ventil	LV_SAV	0xFF	-	0/1	
-	0x5A76	STAT_0x5A76_WERT	Adaption Öffnungspunkt Tankentlüftungsventil	CPPWM_ADD_AD_MEM	unsigned integer	-	%	
IATEV	0x5A77	STAT_TEV_PWM_WERT	TankEntlüftungsVentil TEV PWM	CPPWM_CPS	unsigned char	-	%	
IAAGK	0x5A78	STAT_ABGASKLAPPE_ANSTEUERUNG_WERT	Abgasklappe Ansteuerung	LV_EF	0xFF	-	0/1	
IAELUE	0x5A79	STAT_E_LUEFTER_PWM_WERT	E-Lüfter PWM	ECFPWM[0]	unsigned char	-	%	
IAVEP	0x5A7A	STAT_VANOS_EINLASS_PWM_WERT	VANOS PWM Wert Einlass	IVVTPWM_0	unsigned integer	-	%	
IAVAP	0x5A7B	STAT_VANOS_AUSLASS_PWM_WERT	VANOS PWM Wert Auslass	IVVTPWM_1	unsigned integer	-	%	
IINT1	0x5A81	STAT_INTEGRATOR_BANK1_WERT	Integrator Bank 1	FAC_LAM_LIM[1]	signed integer	-	%	
IINT2	0x5A82	STAT_INTEGRATOR_BANK2_WERT	Integrator Bank 2	FAC_LAM_LIM[2]	signed integer	-	%	
IADD1	0x5A83	STAT_ADAPTION_ADDITIV_BANK1_WERT	Adaption Offset Lambda Bank 1	MFF_ADD_LAM_AD_OUT[1]	signed integer	-	mg/stk	
